apogee_id,telescope,field,teff,logg,fe_h
2M01101654+8626407,apo25m,N188,4682.353,2.364383,-0.3012
2M01101654+8626407,apo25m,N188,4682.691,2.37958,-0.31538
2M08522086+1121472,lco25m,M67-S,4896.24,2.444172,-0.30589
2M08522086+1121472,lco25m,M67-S,4916.489,2.47308,-0.29636
2M08522086+1121472,lco25m,M67-S,4946.054,2.482772,-0.27659
2M08522086+1121472,lco25m,M67-S,4901.965,2.461825,-0.293
2M14450071-0034389,apo25m,353+50_btx,4358.754,1.661189,-0.43313
2M13225530-1316406,apo25m,K2EB_C06_314+48_btx,4373.373,1.86991,-0.16214
2M13225530-1316406,apo25m,K2EB_C06_314+48_btx,4360.756,1.873246,-0.16326
2M00225973+5410095,apo25m,120-08-RV,4589.796,2.400146,-0.41532
2M00225973+5410095,apo25m,120-08-RV,4588.717,2.380499,-0.40772
2M01541472-0229582,apo25m,SgrO2,4557.708,2.449436,-0.34644
2M05092578-6942512,lco25m,281-34-O,6171.396,3.997499,-0.18543
2M10245192+1529355,apo25m,ORPHAN-2,6385.383,4.209279,-0.238
2M10245192+1529355,apo25m,ORPHAN-2,6232.456,4.087676,-0.30261
2M07430804+3739550,apo25m,182+25,4201.25,1.855881,0.016684
2M14284768+5728211,apo25m,099+56_btx,4524.489,2.04459,-0.58813
2M03371609+4730533,apo25m,150-08-RV,4113.188,1.570278,-0.007296599
2M03371609+4730533,apo25m,150-08-RV,4115.673,1.600339,-0.020509
2M11122397-7412338,lco25m,296-12,6475.946,4.123438,0.004482499
2M10524735+4850317,apo25m,GD1-4,6200.064,3.724904,-0.06105
2M12565859+5720311,apo25m,120+60,4654.973,2.656404,-0.073925
2M16131765+5046517,apo25m,080+45,6142.522,4.239158,-0.13151
2M16131765+5046517,apo25m,080+45,6148.451,4.211789,-0.11598
2M16131765+5046517,apo25m,080+45,6157.392,4.200083,-0.11627
2M04485232+3359191,apo25m,169-08,6309.947,4.023676,-0.17285
2M13450976-0517529,apo25m,K2EB_C06_327+54_btx,4695.059,2.527369,-0.28066
2M05151957+2430580,apo25m,SGRT-1,6129.825,4.306426,-0.059165
2M01000342+8452559,apo25m,N188-RV,4155.862,1.523981,-0.23
2M01000342+8452559,apo25m,N188-RV,4156.161,1.539352,-0.22601
2M07402126-6428598,lco25m,276-19-O,6028.313,3.294792,-0.46549
2M13121505+1759276,apo25m,M53,4844.328,3.188575,0.11653
2M03375988+4543204,apo25m,150-08-RV,4046.22,1.370562,-0.16501
2M00004521-7219055,lco25m,SMC12,6461.053,4.173548,-0.10701
2M12482570+2747021,apo25m,NGP,5881.773,4.295683,-0.36817
2M00321972+5118282,apo25m,120-12,3975.054,1.263788,-0.17979
2M00554526+8512209,apo25m,N188-RV,4223.036,1.548486,-0.42529
2M00554526+8512209,apo25m,N188-RV,4222.962,1.532306,-0.42023
2M02371824-3435025,lco25m,FORNAX,5882.958,4.077607,0.15637
2M06534210-0452035,apo25m,COROTA2-RV,4149.205,1.430049,-0.19921
2M06534210-0452035,apo25m,COROTA2-RV,4149.958,1.383068,-0.22058
2M12463157-0401090,apo25m,300+60,6325.305,4.020352,-0.12998
2M12253216+2707366,apo25m,221+84,4738.002,2.467881,-0.049591
2M13512194-0547388,apo25m,K2EB_C06_327+54_btx,4906.982,2.423721,-0.53036
2M03350406+4553041,apo25m,150-08-RV,4176.675,1.497699,-0.33424
2M03350406+4553041,apo25m,150-08-RV,4173.28,1.51112,-0.33634
2M05162871+2414128,apo25m,180-08-RV,4824.868,2.558931,-0.067127
2M05162871+2414128,apo25m,180-08-RV,4820.27,2.493336,-0.0729
2M14334011+5055488,apo25m,090+60,6340.406,4.131324,-0.271
2M06481465-0422033,apo25m,COROTA2-RV,4500.985,1.865309,-0.20265
2M06481465-0422033,apo25m,COROTA2-RV,4497.785,1.785059,-0.20548
2M00505932+8438080,apo25m,N188-RV,6215.432,4.036911,0.1962
2M00505932+8438080,apo25m,N188-RV,6226.757,4.043987,0.19733
2M10151280-0132525,lco25m,SEXTANS,6214.763,4.0702,-0.50595
2M11021754+1008358,apo25m,240+60,6208.214,4.055197,-0.27409
2M00384370+5517153,apo25m,120-08-RV,4956.25,2.499083,-0.33646
2M00384370+5517153,apo25m,120-08-RV,4961.627,2.523764,-0.33812
2M03375564+4528419,apo25m,150-08-RV,4736.717,2.489369,-0.14307
2M03375564+4528419,apo25m,150-08-RV,4723.678,2.482581,-0.13854
2M08230985-0057015,apo25m,GD1-1,4643.521,2.566239,-0.090279
2M01531006-0233319,apo25m,SgrO2,4372.695,1.821024,-0.28927
2M06492815-0420444,apo25m,COROTA2-RV,4771.08,2.546324,0.036676
2M06492815-0420444,apo25m,COROTA2-RV,4763.153,2.468193,0.041435
2M12071616+0025166,apo25m,279+61_btx,6290.474,4.287766,0.0052919
2M12071616+0025166,apo25m,279+61_btx,6293.29,4.266996,0.0048277
2M12071616+0025166,apo25m,279+61_btx,6302.625,4.281363,-0.0026839
2M00351680+5516192,apo25m,120-08-RV,4276.934,1.93218,0.15644
2M00351680+5516192,apo25m,120-08-RV,4278.518,1.966697,0.14683
2M05145848+3849059,apo25m,169+00,4119.884,1.351494,-0.42522
2M06434711+0952440,apo25m,203+04-RV_btx,4369.441,2.020913,-0.30105
2M06434711+0952440,apo25m,203+04-RV_btx,4361.813,2.071981,-0.31376
2M12325888-0016245,apo25m,293+62_btx,6405.354,4.153606,-0.41248
2M01045133-6423359,lco25m,SMC9,4482.416,2.29788,-0.04727
2M05124758-7107062,lco25m,LMC_VdS,6325.619,4.177157,-0.063943
2M05124758-7107062,lco25m,LMC_VdS,6344.331,4.231878,-0.063609
2M15174380+8532231,apo25m,120+30,4881.84,2.598583,-0.11534
2M00092457+0004191,apo25m,100-60,6176.035,3.899857,-0.09339
2M15220046+0059168,apo25m,M5PAL5,6342.005,4.002959,0.0054426
2M15220046+0059168,apo25m,M5PAL5,6336.857,3.955178,-0.016826
2M09411045-3653259,lco25m,266+12,5998.937,4.120021,0.23156
2M03373733+4530219,apo25m,150-08-RV,4624.784,2.301812,0.049145
2M03373733+4530219,apo25m,150-08-RV,4622.021,2.309359,0.053925
2M17390067-2824450,lco25m,000+02,6121.692,3.882091,-0.34891
2M17390067-2824450,lco25m,000+02,6268.556,4.198636,-0.32206
2M17390067-2824450,lco25m,000+02,6258.437,4.125251,-0.37451
2M08075281+2659145,apo25m,196+27_MGA,4760.673,2.440916,-0.19001
2M13395343+2820548,apo25m,041+78_btx,4566.505,2.385822,0.12379
2M13395343+2820548,apo25m,041+78_btx,4565.373,2.402864,0.13493
2M00073858+0010448,apo25m,100-60,4722.503,2.508104,0.14182
2M05233901-2421145,lco25m,M79,4256.253,1.830441,0.08626
2M05122041-4028317,lco25m,N1851,4618.78,2.499709,-0.31365
2M06485260-0455252,apo25m,COROTA2-RV,3783.251,0.735886,-0.434
2M06485260-0455252,apo25m,COROTA2-RV,3783.649,0.7279134,-0.42337
2M11184170-7411261,lco25m,296-12,6227.611,4.367222,0.1328
2M12572547+5755407,apo25m,120+60,4121.149,1.538962,-0.20222
2M13533354+0241411,apo25m,335+61_btx,5031.999,1.885177,-1.4019
2M13533354+0241411,apo25m,335+61_btx,5014.715,1.860316,-1.4005
2M03340900+4441069,apo25m,150-08-RV,4814.331,2.850072,-0.30217
2M03340900+4441069,apo25m,150-08-RV,4817.331,2.805089,-0.29604
2M19282002+3748528,apo25m,K21_071+10,3865.804,0.9207733,-0.27742
2M19282002+3748528,apo25m,K21_071+10,3871.706,0.9050876,-0.28535
2M16023190+2640077,apo25m,043+49_btx,4631.072,2.076169,-0.38098
2M19540097+1856502,apo25m,M71,3787.367,0.961208,-0.20806
2M12543345+4252542,apo25m,120+75,6062.424,4.304286,0.143
2M13521871+3251250,apo25m,060+75,6027.694,4.180777,0.18564
2M23303755+4908577,apo25m,109-12,4468.163,2.150987,-0.18319
2M11531961+2019109,apo25m,240+75,6137.682,3.999223,0.042833
2M13130620+1624555,apo25m,M53,6495.794,3.976208,-0.21242
2M15282439+3814349,apo25m,063+55_btx,4925.303,3.067344,0.030596
2M15282439+3814349,apo25m,063+55_btx,4943.97,2.972003,0.047834
2M15213748+0157306,apo25m,M5PAL5,6006.181,4.022574,-0.054566
2M10131747-0054279,lco25m,SEXTANS,4631.554,2.583053,-0.055988
2M10131747-0054279,lco25m,SEXTANS,4617.317,2.526687,-0.067277
2M00270542+5437396,apo25m,120-08-RV,4075.681,1.400673,-0.17411
2M00270542+5437396,apo25m,120-08-RV,4070.529,1.325184,-0.16643
2M16234529-4114503,lco25m,340+06,6457.601,4.119972,-0.11139
2M18190211-3219590,lco25m,000-08,3874.258,1.366635,0.25852
2M04113751+2656268,apo25m,169-18_btx,6048.628,3.900418,-0.53418
2M10072771+2647014,apo25m,ORPHAN-3,5956.393,3.877932,0.11491
2M14290189-0540505,apo25m,N5634SGR2-RV_btx,4636.936,2.417527,0.1664
2M14290189-0540505,apo25m,N5634SGR2-RV_btx,4649.771,2.442141,0.17641
2M21260330+1227158,apo25m,M15,6426.914,4.129201,-0.25869
2M06290126-3132547,lco25m,N2243-S,4014.486,1.469474,0.22657
2M10423680+2444051,apo25m,210+60,6296.682,3.949741,-0.11462
2M08034590+2442009,apo25m,196+27_MGA,4708.95,2.421699,-0.12303
2M08034590+2442009,apo25m,196+27_MGA,4719.038,2.460475,-0.1102
2M02443272-0040416,apo25m,173-51_MGA,4184.221,1.75993,0.0248
2M02443272-0040416,apo25m,173-51_MGA,4187.734,1.778245,0.03403
2M02443272-0040416,apo25m,173-51_MGA,4173.877,1.813134,0.032918
2M03270048+4603439,apo25m,150-08-RV,4296.426,1.818676,-0.12033
2M03270048+4603439,apo25m,150-08-RV,4282.026,1.804501,-0.12872
2M13444627-0609472,apo25m,K2EB_C06_327+54_btx,5733.416,3.694703,0.27947
2M06394307+1033410,apo25m,203+04-RV_btx,4546.985,2.263697,0.085122
2M06394307+1033410,apo25m,203+04-RV_btx,4549.262,2.27837,0.08446
2M07284488+2350207,apo25m,195+18,3962.933,1.010003,-0.57161
2M15045052+2301012,apo25m,030+60,6158.037,4.171884,0.17805
2M04051658-0511474,apo25m,197-39_MGA,4263.985,1.893198,0.016356
2M09411740+5639409,apo25m,160+45,6070.209,3.76907,-0.35576
2M09355924+4824429,apo25m,ORPHAN-5,5980.411,3.937131,0.27637
2M09355924+4824429,apo25m,ORPHAN-5,5961.036,3.861074,0.2558
2M05185021+2348111,apo25m,180-08-RV,4049.096,1.659861,0.17706
2M05185021+2348111,apo25m,180-08-RV,4030.994,1.632724,0.17669
2M05092906-6233506,lco25m,LMC7,6210.114,4.243337,-0.2533
2M05092906-6233506,lco25m,LMC7,6284.027,4.22824,-0.20737
2M17280711+5625003,apo25m,085+35_MGA,4910.643,2.48146,-0.32045
2M08521519+1239172,lco25m,M67-S,6092.549,4.008266,-0.016805
2M08521519+1239172,lco25m,M67-S,6102.969,4.006167,-0.0067432
2M12264613+2609015,apo25m,221+84,4971.635,3.252335,-0.043811
2M15505643-3502519,lco25m,340+14,6114.646,3.945162,-0.44998
2M10410284+2551028,apo25m,210+60,6079.188,4.190702,-0.34928
2M14425904+2146213,apo25m,024+64_btx,6141.602,3.964628,-0.12811
2M13414598+2827173,apo25m,041+78_btx,4453.297,2.130906,-0.36672
2M13414598+2827173,apo25m,041+78_btx,4444.025,2.158209,-0.37489
2M00350559+5528058,apo25m,120-08-RV,4167.045,1.724741,-0.26624
2M00350559+5528058,apo25m,120-08-RV,4160.073,1.708218,-0.2596
2M00350559+5528058,apo25m,120-08-RV,4161.668,1.709719,-0.25819
2M05485480-7910482,lco25m,LMC24,4819.214,2.558957,-0.1123
2M07195774+7524488,apo25m,139+27_btx,4149.998,1.657688,-0.065545
2M03054797+2741114,apo25m,155-27_btx,6073.578,3.910417,-0.36532
2M03310458+3147347,apo25m,N1333-RV_btx,6182.963,4.111249,0.17537
2M03310458+3147347,apo25m,N1333-RV_btx,6191.26,4.070241,0.18072
2M07590494+2550220,apo25m,194+26_MGA,4357.916,1.856359,-0.21024
2M00572766+8415569,apo25m,N188,4377.634,2.047964,-0.099038
2M00572766+8415569,apo25m,N188,4382.234,2.072772,-0.098177
2M00572766+8415569,apo25m,N188,4384.364,2.081635,-0.10788
2M06501123-0357057,apo25m,COROTA2-RV,4594.373,2.077005,-0.18108
2M06501123-0357057,apo25m,COROTA2-RV,4586.647,2.099599,-0.18842
2M03283069+4648064,apo25m,150-08-RV,4639.729,2.53631,0.034269
2M03283069+4648064,apo25m,150-08-RV,4648.028,2.612892,0.031152
2M18504259-0149163,apo25m,030+00,6275.114,3.941399,-0.07022
2M18504259-0149163,apo25m,030+00,6257.654,4.006651,-0.056965
2M00341690+5507129,apo25m,120-08-RV,4354.987,1.808148,-0.28241
2M00341690+5507129,apo25m,120-08-RV,4348.835,1.743788,-0.26361
2M07364318+2053334,apo25m,NGC2420_btx,4671.912,2.305127,-0.21272
2M07364318+2053334,apo25m,NGC2420_btx,4665.584,2.284944,-0.22552
2M06331199+3514396,apo25m,180+12,4147.053,1.505872,-0.16133
2M12022707+0010257,apo25m,279+61_btx,4319.805,1.896614,-0.35166
2M12022707+0010257,apo25m,279+61_btx,4321.542,1.858866,-0.34505
2M02484643-0018304,apo25m,173-51_MGA,4609.938,2.332957,0.11673
2M02484643-0018304,apo25m,173-51_MGA,4611.411,2.391978,0.14032
2M02484643-0018304,apo25m,173-51_MGA,4608.48,2.351285,0.11947
2M16444728+3544172,apo25m,M13,6147.329,4.217888,-0.0021548
2M16444728+3544172,apo25m,M13,6203.386,4.288191,0.038196
2M16444728+3544172,apo25m,M13,6246.63,4.373543,0.0455
2M00022256+0113360,apo25m,100-60,3930.554,1.052009,-0.72426
2M01263517+1727040,apo25m,135-45,4959.751,2.485131,-0.46323
2M00345850+5142096,apo25m,120-12,4886.995,2.424196,-0.39392
2M13453215+0330297,apo25m,335+61_btx,6126.408,4.170179,0.13442
2M11051069+1120322,apo25m,240+60,6111.926,3.89751,-0.089543
2M01305051-8436544,lco25m,301-33-C,4560.053,2.383223,0.12537
2M07491641-6349125,lco25m,276-19-O,3775.732,0.7574043,-0.28588
2M06415550+1139339,apo25m,203+04-RV_btx,4783.372,2.448744,-0.40351
2M06415550+1139339,apo25m,203+04-RV_btx,4778.738,2.480864,-0.40256
2M12511380+4153076,apo25m,120+75,6148.363,4.03012,-0.12132
2M14275492+0949476,apo25m,000+60,4557.431,2.293232,0.13561
2M06300582-3142576,lco25m,N2243-S,4204.118,1.513845,-0.33105
2M06300582-3142576,lco25m,N2243-S,4194.096,1.530553,-0.34194
2M06300582-3142576,lco25m,N2243-S,4200.367,1.520272,-0.33059
2M10355911+0539478,apo25m,241+52_MGA,4662.495,2.350976,-0.0049849
2M19274041+4203048,apo25m,K16_075+11,4049.124,1.520271,-0.01107
2M00572766+8415569,apo25m,N188-RV,4382.234,2.072772,-0.098177
2M00572766+8415569,apo25m,N188-RV,4384.364,2.081635,-0.10788
2M00572766+8415569,apo25m,N188-RV,4377.634,2.047964,-0.099038
2M08500386+0023178,apo25m,226+27_MGA,5047.01,2.731917,-0.1849
2M08085253-5526062,lco25m,270-12,6140.054,3.958321,-0.20766
2M00061907+8529326,apo25m,N188,4542.48,1.915672,-0.41116
2M08030377+2438508,apo25m,196+27_MGA,4671.659,2.171045,-0.34019
2M08030377+2438508,apo25m,196+27_MGA,4653.064,2.135231,-0.36519
2M10281819+1854448,apo25m,220+55_btx,6300.978,3.945067,0.11785
2M16244047-2648259,lco25m,M4,5963.241,4.025805,0.19859
2M05174346+2332183,apo25m,180-08-RV,4691.086,1.969286,-0.44375
2M05174346+2332183,apo25m,180-08-RV,4698.038,2.010056,-0.43216
2M09151468+2322476,apo25m,GD1-3,6060.681,4.071393,-0.10365
2M06365419+0539484,apo25m,HD46375,4562.659,1.917643,-0.42142
2M14362130+5733384,apo25m,GD1-5,6161.803,4.335008,0.18731
2M06515174-0457456,apo25m,COROTA2-RV,4581.797,2.096107,-0.23168
2M06515174-0457456,apo25m,COROTA2-RV,4595.018,2.205016,-0.22919
2M11412786+0057013,apo25m,VOD1,6107.484,4.319341,0.03472
2M03353479+4639070,apo25m,150-08-RV,4661.963,2.62733,0.05874
2M03353479+4639070,apo25m,150-08-RV,4657.148,2.514154,0.067169
2M14062451+2853085,apo25m,N5466,4279.338,1.809438,-0.35912
2M03311635+4455374,apo25m,150-08-RV,4722.418,2.379171,-0.11433
2M03311635+4455374,apo25m,150-08-RV,4728.413,2.434798,-0.12573
2M18305535+0025464,apo25m,030+04,6232.808,4.163204,-0.10832
2M16282294-1140160,apo25m,M107,6138.362,4.241918,0.12089
2M06054708+2434557,apo25m,M35N2158,3728.127,0.8095375,-0.24255
2M08232836+0010284,apo25m,GD1-1,4939.442,2.583764,-0.1701
2M13462022+2711341,apo25m,041+78_btx,6392.149,4.045485,0.098529
2M13462022+2711341,apo25m,041+78_btx,6313.796,4.094875,0.048275
2M05473423-7059203,lco25m,LMC14,6102.917,4.13013,-0.087371
2M05473423-7059203,lco25m,LMC14,6067.946,4.187793,-0.081852
2M05071741-7139508,lco25m,LMC_VdS,6199.401,3.778258,-0.079064
2M05071741-7139508,lco25m,LMC_VdS,6216.297,3.848466,-0.091297
2M14574640+6716114,apo25m,URMINOR,6436.213,4.140919,-0.076975
2M00113731-7216318,lco25m,47TUC,6228.752,4.305762,0.11148
2M11380995+1335569,apo25m,248+68_btx,4587.717,2.434526,-0.33803
2M14294198+0952199,apo25m,000+60,4832.572,3.049471,-0.161
2M10222964+1550497,apo25m,ORPHAN-2,6106.875,4.236145,-0.022225
2M05352161+6715458,apo25m,146+18_btx,4290.448,1.701335,-0.38585
2M15250680+0652488,apo25m,011+47_btx,4874.122,2.708137,-0.22851
2M05305198-5453538,lco25m,264-33-C,6278.846,4.09829,-0.48783
2M05373412-0416440,apo25m,ORIONA-RV_btx,4318.765,1.818429,-0.02416
2M05373412-0416440,apo25m,ORIONA-RV_btx,4317.745,1.856761,-0.02602
2M15581637+0711142,apo25m,PAL5-2,6318.58,4.223591,-0.11427
2M12505429+1125416,apo25m,300+75,6340.63,4.27967,-0.0014288
2M12505429+1125416,apo25m,300+75,6351.779,4.288882,0.0060244
2M15155018-0003241,apo25m,M5PAL5,4181.177,1.73093,-0.096441
2M15155018-0003241,apo25m,M5PAL5,4180.862,1.714616,-0.099076
2M12522119+5016542,apo25m,120+67_btx,6112.661,3.471079,-0.40192
2M12522119+5016542,apo25m,120+67_btx,6003.447,3.32028,-0.44403
2M08005644+2539157,apo25m,194+26_MGA,4014.842,1.062376,-0.49553
2M08025347+2719173,apo25m,194+26_MGA,4450.771,2.271239,-0.10918
2M08025347+2719173,apo25m,194+26_MGA,4448.622,2.288742,-0.11252
2M03221821+0007112,apo25m,183-44_MGA,3852.573,0.7964358,-0.6944
2M03221821+0007112,apo25m,183-44_MGA,3847.078,0.7657012,-0.68641
2M03221821+0007112,apo25m,183-44_MGA,3860.947,0.7876676,-0.69855
2M03031518+0102595,apo25m,178-48_MGA,4405.623,1.825218,-0.28994
2M03031518+0102595,apo25m,178-48_MGA,4408.922,1.835156,-0.30042
2M06020996-6332432,lco25m,LMC15,6087.515,4.02077,-0.27373
2M06020996-6332432,lco25m,LMC15,6101.159,4.089868,-0.26048
2M03351325+4539504,apo25m,150-08-RV,4523.93,2.229068,0.24832
2M03351325+4539504,apo25m,150-08-RV,4523.573,2.223968,0.24376
2M06545754+2514173,apo25m,191+12,3692.381,0.7221747,-0.3193
2M07370246+2234596,apo25m,N2420,4670.8,2.476833,0.05401
2M18404612-0301291,apo25m,030+00,6394.764,4.049407,-0.12781
2M17192693+5759209,apo25m,085+35_MGA,4434.285,1.98696,-0.067688
2M17192693+5759209,apo25m,085+35_MGA,4438.312,1.982258,-0.060318
2M17192693+5759209,apo25m,085+35_MGA,4440.165,2.004396,-0.04592
2M15144691+0207541,apo25m,M5PAL5,4298.093,2.10224,0.057203
2M15144691+0207541,apo25m,M5PAL5,4301.079,2.045528,0.108
2M09361296+5610398,apo25m,160+45,5950.13,4.004556,0.11223
2M21315040+1155023,apo25m,M15,6155.892,4.300771,0.1854
2M21315040+1155023,apo25m,M15,6166.845,4.168571,0.19495
2M21315040+1155023,apo25m,M15,6144.449,4.147747,0.18644
2M12354814-0220306,apo25m,296+61_btx,4981.939,2.901342,-0.44305
2M08532275+1208484,lco25m,M67-S,4829.321,2.51369,-0.35126
2M08532275+1208484,lco25m,M67-S,4820.934,2.539723,-0.35934
2M08532275+1208484,lco25m,M67-S,4831.413,2.517668,-0.34138
2M01032727-6529431,lco25m,SMC9,4638.702,2.35432,0.12722
2M03343473+4528300,apo25m,150-08-RV,4207.337,1.565422,-0.18253
2M03343473+4528300,apo25m,150-08-RV,4213.063,1.546516,-0.18068
2M12272078+2710099,apo25m,221+84,4990.326,2.72737,-0.28816
2M00562133-6458485,lco25m,SMC9,4579.753,2.771163,0.21543
2M14372878+1950511,apo25m,024+64_btx,6170.647,3.865687,-0.23704
2M16300220-0048025,apo25m,015+30,5974.796,4.050141,0.069853
2M00393440+5458390,apo25m,120-08-RV,4766.56,2.1301,-0.39431
2M00393440+5458390,apo25m,120-08-RV,4758.877,2.03661,-0.40407
2M00243735+5507357,apo25m,120-08-RV,4902.021,2.565051,-0.11001
2M00243735+5507357,apo25m,120-08-RV,4901.583,2.609875,-0.11863
2M01052218-6420538,lco25m,SMC9,4356.375,2.017715,-0.20842
2M18501209-0000469,apo25m,034+00,6295.048,4.051737,0.1284
2M15570742+2719334,apo25m,043+49_btx,4497.21,2.632864,0.31686
2M15570742+2719334,apo25m,043+49_btx,4489.877,2.570042,0.30899
2M15570742+2719334,apo25m,043+49_btx,4498.888,2.585652,0.29858
2M01014749-6602006,lco25m,SMC9,3981.767,1.253011,-0.30867
2M12392463-0017459,apo25m,293+62_btx,5093.035,2.876061,-0.16219
2M12392463-0017459,apo25m,293+62_btx,5090.628,2.901223,-0.16416
2M15111314+3728052,apo25m,060+60,6191.686,4.233577,0.12118
2M03415806+3223130,apo25m,IC348,6074.632,4.377548,0.15123
2M18123623+0131238,apo25m,030+08,4480.894,2.29658,-0.33691
2M00313591+5502586,apo25m,120-08-RV,4737.495,2.490411,0.014619
2M00313591+5502586,apo25m,120-08-RV,4734.47,2.451086,0.029094
2M05122113+2530334,apo25m,180-08-RV,3591.736,0.7958478,0.09296
2M05122113+2530334,apo25m,180-08-RV,3592.843,0.8103694,0.11047
2M12475813+1217086,apo25m,300+75,6321.245,3.896689,-0.34252
2M06545531-0344050,apo25m,COROTA2-RV,4337.502,1.560539,-0.38921
2M06545531-0344050,apo25m,COROTA2-RV,4335.913,1.603646,-0.39093
2M05042595+1017130,apo25m,191-18_btx,3855.377,1.019568,-0.38368
2M05290837+3551298,apo25m,173+00,5039.667,2.637114,-0.15954
2M07320790+3804459,apo25m,182+25,4410.605,2.186895,0.0092034
2M07320790+3804459,apo25m,182+25,4413.322,2.195856,0.057156
2M02104181-7404059,lco25m,SMC7,6511.023,4.207297,-0.12122
2M00534149-7352097,lco25m,SMC3,6085.414,3.777822,0.080519
2M00534149-7352097,lco25m,SMC3,6142.546,3.854582,0.094476
2M07464107+4548550,apo25m,174+28_MGA,4839.263,2.4879,-0.19303
2M03385712+4629074,apo25m,150-08-RV,4476.802,1.820012,-0.49932
2M03385712+4629074,apo25m,150-08-RV,4476.16,1.832749,-0.49818
2M01170108+8415242,apo25m,N188,4653.21,2.521882,0.27311
2M01170108+8415242,apo25m,N188,4651.208,2.511387,0.28531
2M01170108+8415242,apo25m,N188,4652.386,2.519347,0.2783
2M12500022+1317142,apo25m,300+75,6372.962,4.08264,-0.055781
2M19431264+4559170,apo25m,K10_079+12,6205.651,4.035934,-0.091362
2M03395821+4635068,apo25m,150-08-RV,4745.955,2.302256,-0.06434
2M03395821+4635068,apo25m,150-08-RV,4741.755,2.293797,-0.054617
2M01053877-6603323,lco25m,SMC9,4477.528,2.367529,0.33859
2M04240442+5951071,apo25m,146+08,4129.964,1.115137,-0.61929
2M06513358-0505277,apo25m,COROTA2-RV,4406.387,1.822095,-0.19162
2M06513358-0505277,apo25m,COROTA2-RV,4393.503,1.906382,-0.19569
2M00032797+0114040,apo25m,100-60,4000.919,1.238205,-0.58821
2M12582502+4117209,apo25m,120+75,6305.406,4.081467,-0.25303
2M12575394+4948169,apo25m,120+67_btx,3938.398,1.142786,-0.17078
2M05284405+3549527,apo25m,173+00,5071.7,2.796878,-0.17857
2M00463920+8523336,apo25m,N188,4385.278,2.045035,0.057384
2M00463920+8523336,apo25m,N188,4387.472,2.115806,0.040137
2M08043031+2502030,apo25m,196+27_MGA,4306.186,2.287315,0.35299
2M06093068+1121391,apo25m,199-04,3792.467,1.072049,-0.36302
2M14293230+0913535,apo25m,000+60,4502.268,1.921286,-0.37758
2M12174377+0001538,apo25m,VOD2,6058.75,3.856053,-0.27786
2M09115032-0110021,apo25m,232+30_btx,4241.511,1.834714,0.11174
2M00040831+7440077,apo25m,120+12,3682.367,0.8468031,-0.055855
2M02082304+3645468,apo25m,140-24_btx,4892.563,2.886992,-0.21379
2M15231437+3907506,apo25m,063+55_btx,5879.655,4.090061,-0.10165
2M06352692+3452283,apo25m,180+12,3919.405,1.029018,-0.25781
2M15090979+6712516,apo25m,URMINOR,6131.987,4.288366,0.10803
2M05024158+2321448,apo25m,180-12,4290.056,1.748381,-0.19536
2M18274535-0146258,apo25m,030+04,6300.122,4.125006,0.025667
2M17234867+5716093,apo25m,085+35_MGA,4250.198,1.170527,-1.1563
2M17234867+5716093,apo25m,085+35_MGA,4240.881,1.135081,-1.1361
2M17234867+5716093,apo25m,085+35_MGA,4251.481,1.144394,-1.1404
2M21320359+0037508,apo25m,054-35_MGA,4453.846,2.506019,0.26106
2M10340011+4033396,apo25m,180+60,6011.017,3.853293,-0.069079
2M08512175+1152378,lco25m,M67-S,5789.947,3.419345,-0.055741
2M08512175+1152378,lco25m,M67-S,5765.933,3.39975,-0.054
2M14252363+5018542,apo25m,090+60,6049.624,3.995925,-0.076193
2M14252363+5018542,apo25m,090+60,6063.294,3.977276,-0.067769
2M15014911+3645186,apo25m,060+60,6089.869,3.911191,-0.18759
2M15014911+3645186,apo25m,060+60,6070.382,3.87773,-0.19422
