apogee_id,telescope,field,teff,logg,fe_h
2M07154741-0544195,apo25m,221+04,4111.192,1.227535,-0.52594
2M13190516+5433460,apo25m,114+62_MGA,4726.937,2.805745,0.056073
2M02430885-1200286,apo25m,190-60,6417.546,4.20144,0.19163
2M19394047+4009018,apo25m,K20_073+09,3874.107,1.156547,-0.084425
2M13215710+3103363,apo25m,068+82_MGA,5973.033,3.834228,0.021358
2M13215710+3103363,apo25m,068+82_MGA,6007.119,3.889175,0.036114
2M13215710+3103363,apo25m,068+82_MGA,5944.504,3.797773,-0.0036352
2M02030845-0018533,apo25m,159-58_MGA,4759.448,2.972042,0.28101
2M02030845-0018533,apo25m,159-58_MGA,4746.61,2.915762,0.27978
2M07452645+3121208,apo25m,189+25_MGA,4243.997,1.930927,0.049262
2M06392744+1318540,apo25m,199+04,3795,0.9888623,-0.17322
2M19252341+3847094,apo25m,N6791,4451.543,1.772451,-0.73195
2M04450677+0751372,apo25m,191-24_btx,4691.677,2.531222,-0.099053
2M07344580+2735549,apo25m,191+22_MGA,4283.364,1.809342,-0.44264
2M23002788+4727454,apo25m,105-12,4807.428,2.44859,-0.29166
2M05571715+1358320,apo25m,195-04,4601.992,2.203003,-0.22006
2M04490282-6646034,lco25m,278-36-O,4948.836,2.408819,-0.35387
2M04490282-6646034,lco25m,278-36-O,4955.693,2.506872,-0.37303
2M06005198+2129015,apo25m,188+00,5089.054,2.866099,-0.049588
2M08294917-1719311,lco25m,240+12,4357.053,1.856355,-0.023374
2M06272360+1309581,apo25m,199+00,4101.848,1.350749,-0.15367
2M01293693+1725173,apo25m,135-45,4956.527,2.414165,-0.36063
2M06251605+2428155,apo25m,Gem_1,3913.075,1.06207,-0.23702
2M16241644+3923142,apo25m,063+44_MGA,5616.481,4.414048,-0.043592
2M16241644+3923142,apo25m,063+44_MGA,5563.301,4.334809,-0.065477
2M16241644+3923142,apo25m,063+44_MGA,5558.296,4.374807,-0.074301
2M09325280+2814511,apo25m,200+45,6295.809,4.148061,-0.17136
2M02253757+4123225,apo25m,140-18_btx,4515.354,2.21389,0.15916
2M04262694+4217465,apo25m,160-06,3950.166,1.017519,-0.38451
2M16360577+4449368,apo25m,069+42_MGA,6018.31,4.337607,-0.12929
2M16360577+4449368,apo25m,069+42_MGA,6005.882,4.305188,-0.1347
2M06442768-6836210,lco25m,279-25-O_TESS,4473.195,2.419464,0.26783
2M22080528+7104156,apo25m,109+12,4853.197,2.878822,-0.24805
2M08140463+2258200,apo25m,201+27_MGA,4625.085,2.054101,-0.32068
2M08140463+2258200,apo25m,201+27_MGA,4634.418,2.059764,-0.32019
2M19033449+4748388,apo25m,K02_080+18,4696.301,2.515656,0.10548
2M10234851-5057288,lco25m,281+06,3879.977,0.8265603,-0.43431
2M01282667+1523532,apo25m,137-47_MGA,4738.665,2.652738,0.11984
2M11172575+5216087,apo25m,149+59_MGA,3957.817,1.232469,-0.01725
2M11172575+5216087,apo25m,149+59_MGA,3920.658,1.234427,-0.0030699
2M11172575+5216087,apo25m,149+59_MGA,3972.505,1.263829,-0.0088291
2M11172575+5216087,apo25m,149+59_MGA,3930.729,1.235444,-0.037317
2M23185883-0617112,apo25m,K2_C12_071-60_btx,4801.063,2.526275,-0.030596
2M20520257+6235557,apo25m,100+12,4559.572,2.595304,0.21158
2M00232698+0240540,apo25m,110-60,5023.264,2.394262,-0.6467
2M11503088+3341472,apo25m,180+75,4659.858,2.714429,0.028901
2M10470190+1302213,lco25m,K2_C14_233+57,4708.77,2.414346,-0.0070369
2M14432152+0438181,apo25m,358+56_MGA,4610.34,2.566733,0.031116
2M12413183-0227238,apo25m,300+60,4634.375,2.645181,-0.2542
2M12413183-0227238,apo25m,300+60,4632.846,2.59607,-0.26371
2M19414512+3233261,apo25m,068+04,4270.589,2.02914,0.10173
2M08062564+2402061,apo25m,199+28,4999.791,2.875788,0.018734
2M08062564+2402061,apo25m,199+28,5012.359,2.908313,0.020083
2M08020203+1520146,apo25m,206+23_MGA,4977.254,2.480418,-0.401
2M23101049+4241519,apo25m,TRIAND-1,4714.083,2.41293,0.034724
2M21370790+0040358,apo25m,056-37_MGA,4330.904,2.048906,-0.029067
2M21370790+0040358,apo25m,056-37_MGA,4331.533,2.017484,-0.04097
2M13411491+5604205,apo25m,110+61_MGA,4941.539,2.448264,-0.42305
2M19042334-2134330,lco25m,015-12,4623.741,3.045945,0.13044
2M05400167+5204113,apo25m,160+12,4213.35,1.586711,-0.3152
2M12394131-5048341,lco25m,300+12,3893.018,1.241563,0.04782
2M21141530+3104000,apo25m,079-12,4127.085,1.681405,0.0049095
2M22142570+6728436,apo25m,109+08,3949.295,1.076607,-0.4349
2M04283353+6034123,apo25m,146+08,4071.221,0.9694899,-0.55548
2M19522978+1744440,apo25m,M71,6197.397,4.198901,0.13068
2M08032142+4820521,apo25m,172+32_MGA,6337.959,4.297853,0.020988
2M08032142+4820521,apo25m,172+32_MGA,6174.268,4.17799,-0.049154
2M01050637+3914525,apo25m,126-24_btx,3759.605,0.6389484,-0.70942
2M18571433+4612488,apo25m,K07_075+17,4032.618,1.640534,0.16295
2M04394968-7304068,lco25m,285-35-O_TESS,4650.7,2.313394,-0.254
2M04262764+4944300,apo25m,154+00,4201.588,1.425411,-0.22635
2M16125773-1943212,lco25m,355+22-O,4195.947,1.828134,0.19577
2M16125773-1943212,lco25m,355+22-O,4194.431,1.74169,0.20317
2M05384993-6944269,lco25m,279-32-O,6507.497,4.129422,-0.093714
2M05384993-6944269,lco25m,279-32-O,6451.351,3.997025,-0.16405
2M05384993-6944269,lco25m,279-32-O,6307.104,3.96979,-0.17175
2M05384993-6944269,lco25m,279-32-O,6454.237,3.978441,-0.13856
2M02325685+4742220,apo25m,140-12,3928.214,1.214042,-0.3808
2M03434866+3323120,apo25m,IC348,4632.113,2.122747,-0.17987
2M03434866+3323120,apo25m,IC348,4630.139,2.197381,-0.1784
2M15581403+2302501,apo25m,039+46_MGA,3792.534,0.8577566,-0.76231
2M15581403+2302501,apo25m,039+46_MGA,3770.774,0.8183674,-0.72988
2M08592735+0345568,apo25m,225+29_MGA,4844.078,2.360219,-0.28902
2M08592735+0345568,apo25m,225+29_MGA,4821.022,2.271395,-0.30154
2M08592735+0345568,apo25m,225+29_MGA,4819.003,2.24941,-0.30154
2M08560836+5833448,apo25m,159+39_MGA,4400.21,2.060428,-0.24066
2M16135157+2453282,apo25m,043+46_MGA,4807.583,2.427952,-0.21978
2M16135157+2453282,apo25m,043+46_MGA,4796.153,2.428134,-0.21588
2M16135157+2453282,apo25m,043+46_MGA,4810.545,2.420427,-0.22644
2M16135157+2453282,apo25m,043+46_MGA,4837.397,2.506171,-0.19949
2M17231651-1441419,lco25m,010+12,4277.598,1.659262,-0.26972
2M06174336-5733027,lco25m,267-27-O_TESS,4361.662,1.87966,-0.13658
2M21230617+6801231,apo25m,105+12,4724.918,2.467438,0.023381
2M05540138+4107071,apo25m,169+08,4257.257,1.348625,-0.55747
2M02082743+1457467,apo25m,150-45,4541.678,2.435117,0.23953
2M03410724+5339523,apo25m,146+00,3949.166,1.030717,-0.41293
2M20292799+4529084,apo25m,083+04,3890.353,1.396867,0.097625
2M16114592+2437537,apo25m,040+45,4677.051,2.230484,-0.084006
2M19171679+5813001,apo25m,CVZ_OB03_btx,4302.342,1.70866,-0.21817
2M08074963+1619556,apo25m,206+23_MGA,4373.327,1.893524,-0.21763
2M00485637+4053493,apo25m,TRIAND-5,4532.765,2.521385,0.30734
2M19422931+3920196,apo25m,N6819-RV_btx,4607.489,2.383854,-0.016541
2M19422931+3920196,apo25m,N6819-RV_btx,4608.834,2.354224,0.007714
2M02100649+3503503,apo25m,140-24_btx,4813.001,2.434638,-0.15578
2M07081731+3617048,apo25m,180+18,4120.077,1.677705,0.030766
2M07081731+3617048,apo25m,180+18,4125.533,1.664251,0.020077
2M15381060+4451551,apo25m,070+53_MGA,4850.088,2.684481,0.11464
2M15381060+4451551,apo25m,070+53_MGA,4844.744,2.671083,0.12745
2M06240501-0520137,apo25m,214-08,3935.541,1.059664,-0.32616
2M04275366+6005022,apo25m,146+08,3982.854,1.078232,-0.36939
2M21590210+1631005,apo25m,075-30,4789.987,2.480026,-0.043
2M06505136-7957491,lco25m,292-26,4676.12,2.871908,0.20807
2M17594122+7319042,apo25m,105+30,4160.169,1.825203,0.12155
2M17594122+7319042,apo25m,105+30,4159.863,1.84501,0.1202
2M00264429+5600592,apo25m,120-08-RV,4553.293,2.298892,-0.099659
2M00264429+5600592,apo25m,120-08-RV,4546.455,2.235468,-0.090855
2M20570449+6222511,apo25m,100+12,3933.946,0.8406169,-0.63103
2M23122016+3252243,apo25m,101-24_btx,4713.519,2.520173,-0.62794
2M08474158+2937525,apo25m,196+37_MGA,4622.018,2.090414,-0.43207
2M08474158+2937525,apo25m,196+37_MGA,4626.01,2.093935,-0.42531
2M15585501+2707457,apo25m,044+47_MGA,4984.671,2.425381,-0.53497
2M15585501+2707457,apo25m,044+47_MGA,4974.288,2.401601,-0.53593
2M15585501+2707457,apo25m,044+47_MGA,4970.77,2.381394,-0.54728
2M15585501+2707457,apo25m,044+47_MGA,4973.667,2.418118,-0.52549
2M19265417+3702187,apo25m,K21_071+10,4720.919,2.978796,0.19829
2M06400568-6838497,lco25m,278-26-O,4465.427,2.589579,0.34501
2M06400568-6838497,lco25m,278-26-O,4451.98,2.470631,0.3684
2M22454712+0456076,apo25m,075-45,4972.358,2.491121,-0.4433
2M17464766+0009003,lco25m,025+14,3722.663,0.8427148,-0.40593
2M07200391+0630150,apo25m,210+08,4104.888,1.600703,0.037226
2M18270497-1138419,lco25m,020+00,4996.542,2.831431,-0.024916
2M02325169+2935032,apo25m,147-28_btx,4844.773,3.384167,0.1849
2M18485612+4329190,apo25m,K08_073+19,4785.787,2.705355,-0.14807
2M08031405+3614309,apo25m,184+30_MGA,4993.626,2.618969,-0.26423
2M07562118-0521460,lco25m,225+12,4385.243,1.571411,-0.447
2M18355427-2425566,lco25m,M22,4400.229,1.69476,-0.67483
2M08000427+2649237,apo25m,195+28_MGA,4013.046,1.095132,-0.51778
2M08000427+2649237,apo25m,195+28_MGA,4014.392,1.080643,-0.52931
2M08000427+2649237,apo25m,195+28_MGA,4015.82,1.086462,-0.53129
2M00340939-0031418,apo25m,116-63_MGA,4317.102,1.623611,-0.74765
2M14303512+5134215,apo25m,090+60,4686.107,2.424854,0.028745
2M14303512+5134215,apo25m,090+60,4694.41,2.451807,0.012242
2M06203105+3335545,apo25m,180+08,5173.301,2.912738,-0.31385
2M06473357+2841254,apo25m,188+12,4149.086,1.337752,-0.41805
2M02523254+5316056,apo25m,140-06,3937.468,1.096986,-0.42443
2M05574746-7558504,lco25m,288-29-O_TESS,4677.122,2.403828,0.16284
2M19283121+3801406,apo25m,K21_071+10,4685.073,2.579315,0.032668
2M00152954-1308049,apo25m,090-75,6195.349,4.066794,0.045017
2M05391041+6243021,apo25m,150+16,4867.212,2.466745,-0.21353
2M17111922+3450329,apo25m,057+35_MGA,4945.334,2.418045,-0.54759
2M17111922+3450329,apo25m,057+35_MGA,4952.181,2.380916,-0.52951
2M19134387+6051080,apo25m,CVZ_OB17_btx,4746.574,2.490937,-0.0015008
2M15252101+0611315,apo25m,011+47_btx,6214.182,3.649036,-0.1034
2M06373890+0545375,apo25m,206+00,3875.834,0.928915,-0.30828
2M04041222+5153180,apo25m,150+00,4066.69,1.594553,0.057373
2M19485288+2445013,apo25m,060+00,3618.41,0.9825143,0.1782
2M05340968+3346368,apo25m,176+00,4865.589,2.253182,-0.39241
2M00470584-7311315,lco25m,SMC3,4262.284,1.036964,-1.2609
2M00470584-7311315,lco25m,SMC3,4267.745,1.062596,-1.263
2M06545466+2446300,apo25m,191+12,4755.271,2.494447,0.016459
2M10435210-1207147,apo25m,260+40,4678.14,2.430387,0.062932
2M22400794-1520103,lco25m,046-58-O,4664.558,2.362583,0.042796
2M04534357-6731541,lco25m,278-36-O,4713.789,2.390574,-0.0080371
2M04534357-6731541,lco25m,278-36-O,4717.942,2.377725,-0.0011561
2M04534357-6731541,lco25m,278-36-O,4720.045,2.435233,-0.007
2M03002415+5732035,apo25m,139+00,4230.646,1.836995,0.10274
2M00272714+5448466,apo25m,120-08-RV,4821.97,2.572235,0.049254
2M00272714+5448466,apo25m,120-08-RV,4801.758,2.548852,0.046539
2M21533562+1256207,apo25m,070-32_MGA,4697.706,2.47078,0.16521
2M19542597+4222282,apo25m,K19_076+07,4900.487,2.433153,-0.34323
2M20554259+4044045,apo25m,083-04,4202.429,1.632902,-0.050666
2M16020990-1917113,apo25m,K2_C2_352+25_btx,3884.485,1.304047,-0.15176
2M07411289+3714533,apo25m,182+25,4279.784,1.732077,-0.21351
2M00155709+6930251,apo25m,120+08,4064.808,1.266217,-0.24199
2M00155709+6930251,apo25m,120+08,4067.042,1.317643,-0.25469
2M03572048-6925396,lco25m,284-39,4729.61,2.88328,0.20818
2M03572048-6925396,lco25m,284-39,4713.838,2.862698,0.20561
2M07162758-3918078,lco25m,251-12,3856.455,0.7377263,-0.59861
2M05241157-5857110,lco25m,267-34-O_TESS,4245.05,1.744666,-0.13899
2M21001380+0024393,apo25m,048-27_MGA,4881.64,3.237494,0.056249
2M21001380+0024393,apo25m,048-27_MGA,4874.258,3.213004,0.055582
2M07134647-7220475,lco25m,284-24-O_TESS,4147.076,1.864892,0.26714
2M11241492+2321397,apo25m,222+71_MGA,4437.532,2.380339,0.43566
2M06403128-0312425,apo25m,214-04,4802.06,2.469713,-0.1414
2M19294780-2817212,apo25m,K2_C7_012-21,4593.225,2.31711,0.075099
2M19091369+4152459,apo25m,K12_074+15,3723.779,0.6505639,-0.55245
2M19312245+2706282,apo25m,060+04,3749.926,0.6680329,-0.62685
2M02152417+4227590,apo25m,140-18_btx,4541.067,2.159595,-0.18527
2M08390942+2141026,apo25m,K2_C5_203+33_btx,4607.841,2.620626,-0.083987
2M16212178+2501359,apo25m,042+43_MGA,4873.019,3.032581,-0.40398
2M13212750+5403545,apo25m,114+62_MGA,4785.038,3.043837,-0.29283
2M02312221+4700427,apo25m,140-12,3932.373,0.9007484,-0.58586
2M15171872+3134315,apo25m,048+57_MGA,4437.917,1.731508,-0.57951
2M07351708+0459195,apo25m,214+12,3824.82,0.9789483,-0.37692
2M04474266+4415486,apo25m,161+00,4000.336,0.9892655,-0.43826
2M17553627-2920125,apo25m,000-02,3835.144,0.9536867,-0.57498
2M19203445-2145328,apo25m,K2_C7_016-17,4221.301,1.839191,0.13758
2M07374071-7030136,lco25m,282-21-O_TESS,4766.312,2.44682,-0.0032516
2M14563823+5308396,apo25m,091+56_MGA,4847.337,2.435514,-0.20547
2M22360972-0938224,apo25m,K2_C3_056-54,4324.3,1.795947,-0.13371
2M20520922+3621143,apo25m,079-06,4287.272,1.637169,-0.19366
2M00260312+5729391,apo25m,120-06,4612.199,2.598894,0.26482
2M06055536+2004044,apo25m,191+00,3708.724,0.8698872,-0.082576
2M09113299+2245513,apo25m,GD1-3,4981.047,2.525106,-0.34327
2M06315741+0324422,lco25m,206-02-C,3854.224,1.059159,-0.25219
2M06315741+0324422,lco25m,206-02-C,3844.252,0.9938282,-0.21539
2M15170976+4105339,apo25m,069+57_MGA,4663.705,2.522991,-0.44808
2M04573773+4056480,apo25m,165+00,4592.82,2.256861,-0.27472
2M22181826-0923433,apo25m,K2_C3_053-50,4859.108,2.548539,-0.38682
2M10014501+0103379,apo25m,238+42_MGA,3996.669,1.207798,-0.41958
2M19141023+5854286,apo25m,CVZ_OB03_btx,3815.226,0.7997776,-0.50639
2M18432829+4742130,apo25m,K03_077+20,4890.705,3.136361,-0.0052156
2M08505171+1148102,lco25m,M67-S,6003.489,4.058282,-0.20045
2M08505171+1148102,lco25m,M67-S,5924.588,3.92202,-0.29276
2M08574787-2600117,lco25m,251+12,4305.728,1.597254,-0.36071
2M08305061+2509058,apo25m,200+32_MGA,5244.269,3.526456,-0.25839
2M22344862-1755435,lco25m,042-56-O,4486.089,1.977486,-0.29462
2M12382388+1335378,apo25m,290+76_btx,4845.241,3.303946,0.090254
2M15500517+2935420,apo25m,047+52_MGA,4005.926,1.166903,-0.64982
2M15500517+2935420,apo25m,047+52_MGA,3980.937,1.139867,-0.65753
2M16411357+4524035,apo25m,069+42_MGA,4313.933,1.790105,-0.29514
2M08192058+1541426,apo25m,207+27_btx,4341.227,1.662175,-0.46331
2M19414841+3933201,apo25m,N6819,4563.898,2.109181,-0.047155
2M19414841+3933201,apo25m,N6819,4568.562,2.102901,-0.060581
2M03472269+5419126,apo25m,146+00,4293.796,1.72405,-0.14565
2M07564761+2630005,apo25m,194+26_MGA,4410.448,2.132141,-0.22836
2M07564761+2630005,apo25m,194+26_MGA,4412.332,2.064145,-0.22203
2M07251888+5825554,apo25m,159+26_btx,4355.766,1.814351,-0.26779
2M07251888+5825554,apo25m,159+26_btx,4353.986,1.799881,-0.26416
2M04524000+3100399,apo25m,TAUL1517_btx,3965.897,0.991582,-0.54484
2M11040938-1150557,apo25m,266+44,5065.634,2.958198,-0.16096
2M16533886+2657172,apo25m,049+37_MGA,4760.97,2.417575,-0.10182
2M07482239+6656085,apo25m,148+31_btx,3849.217,0.8823622,-0.71565
2M07482239+6656085,apo25m,148+31_btx,3842.643,0.8778476,-0.77151
2M02232549-0532503,apo25m,170-60,4299.007,1.791584,-0.26484
2M15074015+4904515,apo25m,082+57_MGA,4892.66,3.032819,0.13828
2M15074015+4904515,apo25m,082+57_MGA,4883.372,3.063732,0.15352
2M05271338+3537031,apo25m,173+00,4286.966,1.500428,-0.49663
2M10323610+4240381,apo25m,175+58_MGA,4901.527,2.422328,-0.34966
2M06004766+1454463,apo25m,195-04,4424.169,1.59479,-0.65302
2M08035491+3852098,apo25m,182+30_MGA,4491.322,2.239435,-0.099222
2M08035491+3852098,apo25m,182+30_MGA,4492.912,2.25065,-0.096469
2M02544350+5936291,apo25m,139+00,3861.682,0.856588,-0.46165
2M05003164+3111251,apo25m,TAUL1517_btx,3743.653,0.6917859,-0.4386
2M19315108+4237154,apo25m,K16_075+11,4862.154,2.76943,-0.17933
2M15113615+0057402,apo25m,M5PAL5,4647.951,2.622063,-0.013719
2M05461931+4256292,apo25m,169+08,3800.51,0.6067378,-0.85748
2M17234408+5732312,apo25m,087+35_MGA,4419.79,2.10379,-0.044203
2M17234408+5732312,apo25m,087+35_MGA,4427.314,2.067846,-0.049813
2M17234408+5732312,apo25m,087+35_MGA,4422.554,2.111601,-0.034445
2M13144014+3311288,apo25m,085+83_MGA,4503.649,2.362645,0.33653
2M13144014+3311288,apo25m,085+83_MGA,4515.844,2.402333,0.37156
2M06485700+2035406,apo25m,195+08,4316.613,1.754311,-0.21554
2M03331834+6314556,apo25m,140+06,4227.252,1.587019,-0.13969
2M12283118+4644118,apo25m,137+70_MGA,4749.092,3.066301,-0.07555
2M03202882+2750355,apo25m,160-24_btx,4333.12,2.00808,-0.087372
2M12521959+2629261,apo25m,319+88_MGA,6225.786,4.179721,-0.054024
2M12521959+2629261,apo25m,319+88_MGA,6198.128,4.106313,-0.062297
2M12521959+2629261,apo25m,319+88_MGA,6235.2,4.16164,-0.044945
2M12521959+2629261,apo25m,319+88_MGA,6177.352,4.127089,-0.073652
2M12521959+2629261,apo25m,319+88_MGA,6187.796,4.05979,-0.069941
2M12521959+2629261,apo25m,319+88_MGA,6182.49,4.139798,-0.072169
2M13555028+4411173,apo25m,090+67_MGA,4588.085,2.436155,0.22167
2M13555028+4411173,apo25m,090+67_MGA,4592.509,2.464564,0.21726
2M19295046+3709151,apo25m,NGC6791_MGA,4310.185,2.193096,0.22455
2M03242566+2725023,apo25m,160-24_btx,4166.228,1.710918,0.0062869
2M08115406+4834314,apo25m,169+33_MGA,4762.045,2.802602,-0.040152
2M08115406+4834314,apo25m,169+33_MGA,4758.62,2.747494,-0.025607
2M17073148+2427381,apo25m,046+34_MGA,3990.176,1.108433,-0.7041
2M01313522+1626251,apo25m,135-45,4785.625,2.456837,-0.10274
2M08001923+2548499,apo25m,196+27_MGA,4909.48,2.856161,-0.23465
2M00042113+0109145,apo25m,100-60,4838.155,3.366499,0.17576
2M01304108+8553271,apo25m,N188,4565.299,2.133843,-0.18057
2M01304108+8553271,apo25m,N188,4570.969,2.163717,-0.17461
2M09512383+4520084,apo25m,174+49_MGA,5884.128,4.414082,0.018623
2M18281865-0620060,apo25m,024+03,3822.251,1.320246,0.21101
2M13041806+2806250,apo25m,056+88_MGA,6275.174,3.908856,-0.014635
2M13041806+2806250,apo25m,056+88_MGA,6310.521,3.913791,0.0073338
2M13041806+2806250,apo25m,056+88_MGA,6310.579,4.011628,-0.001513
2M13041806+2806250,apo25m,056+88_MGA,6387.097,4.065981,0.041307
2M13041806+2806250,apo25m,056+88_MGA,6298.947,3.982936,0.0019102
2M13041806+2806250,apo25m,056+88_MGA,6335.547,3.97892,0.018581
2M13041806+2806250,apo25m,056+88_MGA,6394.571,4.029743,0.053569
2M13041806+2806250,apo25m,056+88_MGA,6283.452,3.900784,-0.025393
2M13041806+2806250,apo25m,056+88_MGA,6370.651,3.994574,0.036964
2M13041806+2806250,apo25m,056+88_MGA,6349.402,3.958737,0.02376
2M13041806+2806250,apo25m,056+88_MGA,6346.432,3.985661,0.038769
2M13041806+2806250,apo25m,056+88_MGA,6282.498,3.924027,-0.0099266
2M23582773+6310130,apo25m,116+00,4001.193,1.213905,-0.16221
2M06023483-6027502,lco25m,269-30-O_TESS,4593.887,2.239427,-0.020635
2M05011092-6640032,lco25m,278-36-O,4528.278,1.78142,-0.88152
2M05011092-6640032,lco25m,278-36-O,4544.471,1.797829,-0.86829
2M05011092-6640032,lco25m,278-36-O,4547.027,1.806506,-0.87791
2M00291126+6225307,apo25m,120+00,4625.229,2.129708,-0.34705
2M07161001+2746371,apo25m,191+18_btx,4349.358,1.687535,-0.20138
2M16301655+4209485,apo25m,067+43_MGA,4587.097,2.480106,-0.015277
2M16301655+4209485,apo25m,067+43_MGA,4575.333,2.472972,-0.022703
2M00302988+5756284,apo25m,120-06,4536.182,2.593477,0.28097
2M01541506+3705564,apo25m,N752_btx,3883.612,1.031263,-0.21847
2M01541506+3705564,apo25m,N752_btx,3878.995,1.040238,-0.23937
2M05412208+1522287,apo25m,191-08,4306.606,1.529003,-0.49738
2M05091119+4019196,apo25m,165+00,4811.63,2.465183,-0.10832
2M18401709+6058342,apo25m,CVZ_OB07_btx,3971.063,1.298351,-0.26549
2M18401709+6058342,apo25m,CVZ_OB07_btx,3978.778,1.318502,-0.29
2M07372747+3818332,apo25m,182+25,4715.075,3.07847,0.23592
2M07372747+3818332,apo25m,182+25,4731.439,3.127057,0.21817
2M12324568-5027074,lco25m,300+12,4174.016,1.715843,-0.040634
2M09354337+4958433,apo25m,168+46_MGA,4552.091,2.396463,0.0023201
2M05542213+4139291,apo25m,169+08,4146.042,1.682188,0.072275
2M00255119+7042122,apo25m,120+08,3971.307,1.052438,-0.44695
2M06060878-5417519,lco25m,263-28-O_TESS,4091.968,1.520475,-0.14687
2M10573709+4753277,apo25m,160+60,5074.995,2.344538,-0.72887
2M10573709+4753277,apo25m,160+60,5072.699,2.399283,-0.72852
2M10573709+4753277,apo25m,160+60,5087.104,2.371687,-0.71828
2M17230885+4912009,apo25m,075+35,4612.051,2.725922,0.12136
2M06243208+4141304,apo25m,173+12,4826.449,2.496873,-0.16765
2M01581522+3439335,apo25m,138-26_btx,4928.9,2.433287,-0.40156
2M01541197+0005323,apo25m,154-59_MGA,4434.744,2.294171,0.13763
2M01541197+0005323,apo25m,154-59_MGA,4425.359,2.298053,0.14554
2M01444301+3650293,apo25m,135-24_btx,4318.441,1.659541,-0.36868
2M08072613-8438019,lco25m,298-25,4831.568,2.622897,0.03132
2M05115237-4028324,lco25m,N1851,4582.369,2.252487,-0.4643
2M05160589+2521568,apo25m,180-08-RV,4560.276,2.309259,0.14976
2M05160589+2521568,apo25m,180-08-RV,4555.979,2.292056,0.15598
2M21284808+4408253,apo25m,090-04,3689.734,0.7130359,-0.70834
2M08064767+2107224,apo25m,203+26_MGA,4062.611,1.498018,-0.077679
2M08064767+2107224,apo25m,203+26_MGA,4059.772,1.488419,-0.065074
2M08064767+2107224,apo25m,203+26_MGA,4065.155,1.512855,-0.070019
2M16095384+3848447,apo25m,060+47_MGA,6394.586,4.263491,-0.28683
2M06542170-0103044,apo25m,214+00,4214.583,1.830937,0.0629
2M08033655+2435398,apo25m,196+27_MGA,4603.87,2.494644,0.069604
2M08033655+2435398,apo25m,196+27_MGA,4602.285,2.526052,0.078109
2M22205028+5351165,apo25m,101-04,4077.452,1.269423,-0.2921
2M22205028+5351165,apo25m,101-04,4072.805,1.307164,-0.28534
2M13061961+2655301,apo25m,042+87_MGA,5433.684,3.99715,-0.023409
2M13061961+2655301,apo25m,042+87_MGA,5428.176,4.005174,-0.020994
2M13061961+2655301,apo25m,042+87_MGA,5434.099,3.951479,-0.026171
2M13061961+2655301,apo25m,042+87_MGA,5437.174,4.008862,-0.020363
2M13061961+2655301,apo25m,042+87_MGA,5465.113,3.959062,-0.013537
2M13061961+2655301,apo25m,042+87_MGA,5414.048,3.891961,-0.04291
2M13061961+2655301,apo25m,042+87_MGA,5408.899,3.954333,-0.038861
2M13383211+2335189,apo25m,016+77_MGA,4619.897,2.685804,0.1374
2M13383211+2335189,apo25m,016+77_MGA,4608.569,2.626214,0.13678
2M09245558+0020176,apo25m,232+34_MGA,4468.041,2.509982,0.20144
2M13053715+2555465,apo25m,029+88_MGA,4861.876,2.743514,-0.15883
2M13053715+2555465,apo25m,029+88_MGA,4837.756,2.827918,-0.1667
2M13053715+2555465,apo25m,029+88_MGA,4842.142,2.75449,-0.16415
2M23141915+6145258,apo25m,113+00,4602.782,2.667217,0.082839
2M05274489+1420216,apo25m,191-12,4957.922,2.426203,-0.40034
2M07553335+4420518,apo25m,176+29_MGA,4848.074,2.456595,-0.2553
2M07553335+4420518,apo25m,176+29_MGA,4840.691,2.44186,-0.24238
2M14303688-6204461,lco25m,315-02-O,3795.792,0.8946612,-0.40427
2M08244568+4304328,apo25m,177+34_MGA,4633.061,2.439347,0.12927
2M19243369-2141503,apo25m,K2_C7_016-17,4127.353,1.360072,-0.37896
2M08010315+4044248,apo25m,180+29_MGA,4611.398,2.629341,-0.0017488
2M08010315+4044248,apo25m,180+29_MGA,4623.309,2.620232,-0.00061798
2M08010315+4044248,apo25m,180+29_MGA,4609.782,2.659961,-0.016319
2M08010315+4044248,apo25m,180+29_MGA,4602.144,2.652852,-0.021593
2M05444659+1539200,apo25m,191-08,4261.685,1.351529,-0.55347
2M11011788-0505060,apo25m,261+48,4822.286,2.429326,-0.38738
2M01412820-7023596,lco25m,SMC6,4389.791,1.775571,-0.63867
2M07553352+2529003,apo25m,194+24_MGA,3845.176,0.728651,-0.73677
2M03482169+3249045,apo25m,IC348_RV,5822.838,4.050435,0.28594
2M19005442-2138538,lco25m,015-12,4200.122,1.465491,-0.56149
2M08320081+2827243,apo25m,195+32_MGA,4588.308,1.89992,-0.49797
2M05161930+4518107,apo25m,Berkeley_18_btx,4072.83,1.426049,-0.053007
2M19223924+6008558,apo25m,CVZ_OB17_btx,4619.292,2.350837,0.084136
2M05374151+3155155,apo25m,176+00,3824.399,0.8882934,-0.33609
2M18552059-2832475,apo25m,SGRCMI+02,6304.028,4.173651,-0.21495
2M18552059-2832475,apo25m,SGRCMI+02,6273.179,4.15654,-0.22414
2M01043528+6234285,apo25m,124+00,4120.032,1.443688,-0.21237
2M22154680+1308161,apo25m,074-35_MGA,4764.847,2.603051,-0.24234
2M22154680+1308161,apo25m,074-35_MGA,4752.337,2.571495,-0.25177
2M06374822+3404248,apo25m,180+12,4909.125,2.546394,-0.16864
